id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
TMEM99	302.7264439937	320.8418055912	284.6110823963	0.8870760525	-0.1728702971	0.6160363256	0.7986709059
TMEM9B	956.0557388755	988.1101761608	924.0013015902	0.9351197102	-0.0967770301	0.7035061969	0.8559811547
TMEM9	2487.250104789	3141.125024174	1833.3751854041	0.5836683263	-0.7767793148	9.61057444514347e-05	0.0011833287
TMF1	650.7640013201	620.0981975856	681.4298050546	1.0989062824	0.1360683548	0.5873750376	0.7795175913
TMIE	28.6768514709	42.6022771809	14.7514257609	0.3462590908	-1.5300761464	0.0430563376	0.147883516
TMIGD1	0.13388893	0.2677778599	0	0	-Inf	0.0561524696	0.1800597734
TMIGD2	8.2686255342	6.162276485	10.3749745833	1.6836269208	0.7515724833	0.4145478569	0.643787242
TMLHE	301.5097693401	265.0044073781	338.0151313021	1.2755075836	0.3510714766	0.2600015923	0.4895693992
TMOD1	871.9103685219	724.4162058077	1019.4045312362	1.4072083466	0.492835945	0.0379906735	0.1351337676
TMOD2	114.1982488426	130.6255452606	97.7709524246	0.7484826358	-0.4179592475	0.3765950609	0.609012867
TMOD3	1139.0276657025	1185.8932796012	1092.1620518038	0.9209614985	-0.1187872503	0.5292259698	0.7407174869
TMOD4	0.2328628244	0.3140854285	0.1516402203	0.482799285	-1.0505045552	0.6329541811	0.8105161374
TMPO	1384.0897754921	1475.0768370704	1293.1027139138	0.8766341396	-0.1899532307	0.2966837159	0.5312938339
TMPPE	21.6924580529	22.8310673926	20.5538487132	0.9002578968	-0.1515897455	0.8288101347	0.9342564713
TMPRSS11A	0.075580521	0	0.1511610419	Inf	Inf	0.348688432	0.5837999266
TMPRSS11BNL	0	0	0	NA	NA	NA	NA
TMPRSS11B	0	0	0	NA	NA	NA	NA
TMPRSS11D	2.8945321963	5.4178964152	0.3711679775	0.0685077656	-3.8675886584	0.3005528342	0.5354711887
TMPRSS11F	0.010226172	0	0.0204523439	Inf	Inf	0.981010457	1
TMPRSS12	0.0400809995	0.059709655	0.0204523439	0.3425299296	-1.5456980412	0.76430008	0.8944934509
TMPRSS13	10.1009245835	8.1880779213	12.0137712457	1.4672272737	0.553092362	0.5731558111	0.7687765045
TMPRSS15	8.1026326482	16.2052652965	0	0	-Inf	3.0740804539903e-06	5.93607081085584e-05
TMPRSS2	1752.4697833002	1099.7501214974	2405.189445103	2.1870326705	1.1289747719	4.77879042487355e-06	8.70762463196762e-05
TMPRSS3	156.4369406902	168.8357789754	144.038102405	0.8531254648	-0.229170168	0.5865403324	0.7789969936
TMPRSS4	9.0167262294	10.030501376	8.0029510827	0.7978615208	-0.325789725	0.7791530071	0.9029279867
TMPRSS5	3.0626071261	3.7322836762	2.3929305759	0.6411438099	-0.6412801022	0.5789401309	0.7734995007
TMPRSS6	6853.2970236909	6575.0960513305	7131.4979960513	1.0846226337	0.1171931817	0.5243954467	0.7372385289
TMPRSS7	0.0766256909	0.1136489175	0.0396024642	0.3484631886	-1.5209218362	0.6048133437	0.7909003336
TMPRSS9	103.9957813767	143.9884203386	64.0031424148	0.4445020111	-1.1697381485	0.0160260023	0.0718831896
TMSB10	8466.5666390729	11636.7053454708	5296.4279326749	0.4551484097	-1.1355910549	0.0006015824	0.0054369797
TMSB15A	1.1020969546	1.5606726189	0.6435212904	0.4123358625	-1.2781081513	0.3520555793	0.5868355893
TMSB15B	2.6450485979	3.3043312932	1.9857659026	0.6009584774	-0.7346627821	0.5378636175	0.7470306593
TMSB4Y	17.2797592926	17.3332521503	17.2262664349	0.9938277183	-0.0089323151	0.9910401542	1
TMSL3	15717.3438924825	14786.1457813927	16648.5420035724	1.125955489	0.1711497963	0.4125766602	0.6418816576
TMTC1	232.0749719628	256.011585339	208.1383585866	0.8130036706	-0.2986662291	0.3836259591	0.6154441794
TMTC2	37.5593190048	46.2105879051	28.9080501045	0.6255720045	-0.6767521441	0.2985180334	0.5330227041
TMTC3	477.4254668837	410.3400649253	544.5108688422	1.3269746617	0.408140823	0.1133238849	0.289673618
TMTC4	453.9253804604	462.1028796884	445.7478812323	0.9646074518	-0.0519861397	0.7633111768	0.8942556967
TMUB1	1527.0442946621	1570.3807260501	1483.7078632742	0.9448077391	-0.0819073127	0.699455603	0.8535191607
TMUB2	809.8003605624	889.0879255529	730.5127955719	0.8216429158	-0.2834165568	0.1991511882	0.4194211988
TMX1	860.9334287309	828.8605967782	893.0062606837	1.0773901717	0.1075408096	0.6320804043	0.8098791526
TMX2	2246.5578508958	2442.583859665	2050.5318421265	0.839492914	-0.2524099471	0.2180600659	0.4419526575
TMX3	411.9083522961	401.8798245449	421.9368800473	1.0499080926	0.070263042	0.7978017642	0.9136191027
TMX4	1052.0645274961	1127.7974245691	976.331630423	0.8656976946	-0.2080647774	0.3479645926	0.5830976481
TNC	497.4828970256	466.1015703289	528.8642237222	1.134654456	0.1822530107	0.5570452188	0.7606554124
TNFAIP1	1895.9780984565	1729.7068412339	2062.2493556791	1.1922536851	0.253691242	0.2190301034	0.4432321641
TNFAIP2	1270.2475987827	1338.9181023802	1201.5770951853	0.8974238925	-0.1561385009	0.556036828	0.7600085592
TNFAIP3	1082.1690215154	1055.7418874089	1108.5961556219	1.0500636271	0.0704767486	0.7783213776	0.9025582829
TNFAIP6	11.1381445524	17.7031109829	4.5731781219	0.2583262414	-1.9527338914	0.218060209	0.4419526575
TNFAIP8L1	736.3553634127	632.807636621	839.9030902044	1.3272644665	0.4084558662	0.0710704557	0.2118658743
TNFAIP8L2	96.4151446853	76.5195133459	116.3107760247	1.5200145811	0.6040851631	0.2101835349	0.4328372891
TNFAIP8L3	72.1775387539	82.0144843295	62.3405931783	0.7601168707	-0.3957068398	0.4558393375	0.6797573164
TNFAIP8	208.8659156568	205.9527556591	211.7790756545	1.0282895948	0.0402466245	0.8875315515	0.9671331872
TNFRSF10A	84.3920139484	82.7434592267	86.0405686702	1.0398473725	0.056371787	0.9185589719	0.9839743878
TNFRSF10B	1686.6685192322	1440.3315663652	1933.0054720992	1.3420558969	0.4244447613	0.0335980887	0.1239615127
TNFRSF10C	49.3501819887	57.5569487171	41.1434152603	0.7148296805	-0.4843285571	0.4493397248	0.673416263
TNFRSF10D	470.4510448239	390.419094366	550.4829952818	1.4099796942	0.4956743858	0.0471401913	0.1586190454
TNFRSF11A	33.0986381068	45.063133273	21.1341429405	0.4689896464	-1.0923720212	0.1165813437	0.2949252175
TNFRSF11B	297.4798534869	160.2829581118	434.676748862	2.7119336577	1.4393218861	7.0526344418076e-06	0.0001237277
TNFRSF12A	1542.0606817111	1470.0894775358	1614.0318858865	1.0979140457	0.1347651121	0.6473279744	0.8214854458
TNFRSF13B	4.1606072492	2.9200005561	5.4012139422	1.8497304499	0.8873150507	0.4385499057	0.664742872
TNFRSF13C	1.7318424039	1.3519243256	2.1117604822	1.5620404503	0.6434318137	0.6403423825	0.8169521944
TNFRSF14	1467.5930334456	1490.9811166683	1444.204950223	0.9686272576	-0.0459864932	0.8889031395	0.9676092401
TNFRSF17	7.8166787106	4.1529548784	11.4804025427	2.7643937579	1.4669631266	0.1532873487	0.3536473342
TNFRSF18	22.2080841311	35.6206280327	8.7955402294	0.2469226601	-2.017868856	0.0146456643	0.0669160715
TNFRSF19	169.0759663059	273.5954513649	64.5564812468	0.2359559741	-2.0834103955	0.0027913379	0.018508262
TNFRSF1A	5053.038277903	3651.0971322849	6454.9794235212	1.7679560936	0.8220824465	3.42676867905849e-05	0.000486938
TNFRSF1B	1734.1080503369	1252.6506052152	2215.5654954586	1.768701892	0.8226909077	5.79668640599346e-05	0.0007647835
TNFRSF21	754.2303093446	920.7619328042	587.698685885	0.6382743084	-0.6477515167	0.0124390139	0.0592083611
TNFRSF25	51.6164761478	78.3387975486	24.8941547471	0.3177755534	-1.6539199528	0.0121885732	0.058279952
TNFRSF4	53.2235892932	92.9540263097	13.4931522767	0.1451594171	-2.7842899262	3.330700042169e-05	0.0004760812
TNFRSF6B	33.1267120914	40.3444843475	25.9089398353	0.6421928612	-0.6389214672	0.3613252577	0.5948276745
TNFRSF8	9.1215453083	8.8350219189	9.4080686977	1.0648608214	0.0906648808	0.9435722884	0.9964720626
TNFRSF9	17.5416899908	31.2056761642	3.8777038175	0.1242627718	-3.0085339539	0.1061186942	0.2764738862
TNFSF10	3573.4143364235	3245.5021705967	3901.3265022504	1.2020717588	0.2655230216	0.3062108977	0.5407269025
TNFSF11	48.9617068871	24.9731661029	72.9502476713	2.9211453354	1.5465341382	0.0177809004	0.0777366631
TNFSF12-TNFSF13	90.7630526876	88.1312135475	93.3948918277	1.0597254715	0.083690574	0.888606318	0.9676092401
TNFSF12	467.1069035525	416.4723355212	517.7414715839	1.2431593348	0.3140112174	0.2052437816	0.4270693557
TNFSF13B	34.4170715931	26.8046899577	42.0294532285	1.5679887846	0.6489152403	0.35845828	0.5923231777
TNFSF13	310.541367901	235.3375673853	385.7451684167	1.6391142847	0.7129164476	0.0214446803	0.0894552162
TNFSF14	74.2323673155	55.0993592912	93.3653753398	1.6944911255	0.7608520811	0.181076016	0.394354096
TNFSF15	3.8924794992	6.5092495756	1.2757094228	0.1959841005	-2.3511914768	0.0389059548	0.137472705
TNFSF18	0.8074578049	0.6219143623	0.9930012474	1.5966848614	0.6750795953	0.652455264	0.8251677269
TNFSF4	53.227785014	76.2328997723	30.2226702557	0.396451799	-1.3347826227	0.033162316	0.1227661119
TNFSF8	17.4913148456	12.6506937019	22.3319359893	1.7652736297	0.8198918286	0.3330750623	0.5681615023
TNFSF9	14.7943859492	22.0716083882	7.5171635103	0.3405806853	-1.5539314744	0.0808978601	0.2304839298
TNF	10.8860150218	6.6797336644	15.0922963793	2.2594158896	1.1759498513	0.2158133924	0.439412296
TNIK	129.6366034611	109.4894492186	149.7837577037	1.3680200126	0.4520893354	0.3278410371	0.5630098605
TNIP1	5211.1312833772	5721.5603061199	4700.7022606346	0.8215769841	-0.2835323288	0.1501819064	0.348809589
TNIP2	703.3995996688	802.0179861822	604.7812131554	0.7540743769	-0.4072212666	0.0747989083	0.2185670104
TNIP3	3.7293876797	4.4272607171	3.0315146422	0.6847382244	-0.5463755442	0.6459560521	0.8206771165
TNK1	150.8210763715	136.103122562	165.539030181	1.2162765046	0.282471244	0.5173891892	0.7320152175
TNK2	728.3412947891	776.5304580947	680.1521314835	0.8758859674	-0.191185039	0.3687680318	0.6017320976
TNKS1BP1	3468.3225375902	3102.4252676232	3834.2198075571	1.2358782168	0.3055365874	0.119188316	0.2994861577
TNKS2	964.7982264189	835.0350148341	1094.5614380036	1.3107970547	0.3904443363	0.0740621904	0.2172730239
TNKS	584.6506974749	622.4673518283	546.8340431216	0.8784943363	-0.1868951097	0.443175678	0.6688558039
TNMD	2.1902067365	2.5747035101	1.8057099629	0.7013273396	-0.5118401257	0.6951218726	0.8507535234
TNNC1	35.19802327	65.8417688654	4.5542776746	0.0691700383	-3.8537089344	0.0036249291	0.0228317486
TNNC2	4.9505104325	7.5886176069	2.3124032581	0.3047199606	-1.7144440885	0.1177350498	0.2967254402
TNNI1	117.278388884	119.5785116551	114.9782661128	0.9615294966	-0.0565969795	0.9185490714	0.9839743878
TNNI2	13.5950328754	22.5652600372	4.6248057137	0.204952467	-2.286638739	0.079492084	0.22771819
TNNI3K	1.5451109282	1.1375261404	1.9526957161	1.7166161258	0.7795674561	0.5403321682	0.7484732823
TNNI3	9.1791831378	17.8412077275	0.517158548	0.0289867455	-5.1084628261	0.0129372205	0.0608470343
TNNT1	23.9973946555	47.0744581808	0.9203311303	0.0195505411	-5.6766476508	0.0019027469	0.0136087159
TNNT2	1.8147853452	3.0190472005	0.61052349	0.202223897	-2.3059746031	0.0730015307	0.2154909196
TNNT3	0.3549854038	0.4570230414	0.2529477662	0.5534683008	-0.8534274041	0.666669404	0.8339081553
TNN	46.9002118879	29.5464637969	64.2539599788	2.1746751293	1.1207998955	0.0856265269	0.239620658
TNP1	157.2029586718	314.386688458	0.0192288855	6.11631670090051e-05	-13.9969773635	0.0127773017	0.0603440086
TNP2	0	0	0	NA	NA	NA	NA
TNPO1	1664.5543280482	1733.192093767	1595.9165623294	0.9207961241	-0.1190463341	0.5170736545	0.7318209398
TNPO2	858.4378286048	994.1073820364	722.7682751732	0.7270525179	-0.4598685154	0.033883742	0.1247168976
TNPO3	814.685114525	861.6587457889	767.7114832611	0.8909692927	-0.1665523849	0.4110763032	0.640576542
TNRC18	2037.9484581314	2392.1357150723	1683.7612011905	0.7038736099	-0.5066116983	0.0086712932	0.0450497873
TNRC6A	1034.4367229579	936.3210890634	1132.5523568523	1.2095768963	0.2745024885	0.1923161406	0.4100373197
TNRC6B	667.2867241592	663.9494336241	670.6240146942	1.0100528455	0.0144307761	0.9682614196	1
TNRC6C	378.5286219367	431.310595786	325.7466480875	0.7552484248	-0.4049768248	0.1820168505	0.395644897
TNR	12.6279416864	3.0404977869	22.2153855859	7.3064962197	2.8691797375	0.0031820171	0.0206325102
TNS1	3089.1013315476	3062.4610893619	3115.7415737332	1.0173979302	0.0248840643	0.9188962669	0.9840853136
TNS3	3856.4394344889	3998.3824655688	3714.496403409	0.9289997731	-0.1062498506	0.5562323732	0.760114909
TNS4	4.203010728	3.4379460054	4.9680754506	1.4450708193	0.5311401973	0.6200980982	0.8010106264
TNXB	864.2889852453	482.67002031	1245.9079501805	2.5812830666	1.3680883578	5.14043684162309e-10	2.38752951435386e-08
TOB1	4278.6261876005	4000.8330592636	4556.4193159374	1.1388676429	0.1876000895	0.3269973732	0.5622589776
TOB2	1174.5260760502	1274.9711886518	1074.0809634486	0.8424354785	-0.2473618992	0.2124997881	0.4355233751
TOE1	232.7874200261	234.1685649922	231.40627506	0.9882038397	-0.0171194335	0.9744655307	1
TOLLIP	4451.1409916815	3978.1586685541	4924.123314809	1.2377895718	0.3077660726	0.1111851881	0.2857650335
TOM1L1	1640.1702668374	1548.3345741087	1732.0059595661	1.118625127	0.1617266422	0.4195795995	0.6477662521
TOM1L2	570.9396206756	662.3084279818	479.5708133693	0.7240898547	-0.4657593577	0.0548210749	0.1772578595
TOM1	2906.8988160538	2943.6954322929	2870.1021998147	0.9749997124	-0.0365263016	0.8831682582	0.9642166192
TOMM20L	0.9264824523	1.0633813981	0.7895835066	0.7425214584	-0.4294953753	0.7765092261	0.9017867698
TOMM20	4560.6260714403	5413.4137246542	3707.8384182265	0.6849353489	-0.5459602765	0.0056730353	0.0323352994
TOMM22	1674.3994716868	1816.3206740757	1532.4782692979	0.8437267115	-0.2451523185	0.2349598033	0.4610639788
TOMM34	702.7764186739	793.3348497819	612.217987566	0.7717018706	-0.3738844921	0.0921506974	0.2510584761
TOMM40L	765.3840906763	1191.695097801	339.0730835516	0.2845300649	-1.8133469916	5.23003059058684e-15	5.99380073837195e-13
TOMM40	1265.0794573225	1563.1741708645	966.9847437805	0.6186033276	-0.6929135008	0.0007795248	0.0067461289
TOMM5	961.4191421333	1009.318615111	913.5196691557	0.9050855255	-0.1438739697	0.5272815093	0.738979066
TOMM6	2485.0931163279	3096.0833859994	1874.1028466565	0.6053140736	-0.7242442006	0.0003238711	0.0032738701
TOMM70A	2973.1284654782	3012.5361131978	2933.7208177587	0.97383756	-0.0382469499	0.8557766432	0.950174375
TOMM7	2155.015461928	2229.6121853641	2080.4187384918	0.9330854721	-0.0999188547	0.6836027123	0.8435610587
TOP1MT	1010.5561312477	1204.2468212181	816.8654412773	0.6783206124	-0.5599607616	0.0139225536	0.0645409332
TOP1P1	102.8109625171	97.2939489889	108.3279760452	1.1134091808	0.1549838844	0.7567499523	0.8903485249
TOP1P2	5.8717089917	5.2771230748	6.4662949087	1.2253447223	0.2931876751	0.7852745881	0.9062804327
TOP1	1661.8257248023	1561.3936557714	1762.2577938333	1.1286441362	0.1745906731	0.421675891	0.6494647044
TOP2A	557.6445696079	1049.1457659784	66.1433732373	0.0630449794	-3.9874747032	1.88460987937436e-17	2.92008993149781e-15
TOP2B	1912.0553725194	1889.5470048905	1934.5637401484	1.0238240886	0.0339678557	0.92156849	0.9853892308
TOP3A	411.5422737981	428.0710583945	395.0134892016	0.9227755099	-0.1159483789	0.6798386358	0.841349182
TOP3B	256.1411655896	307.6945956611	204.587735518	0.6649051963	-0.5887794424	0.0817939095	0.2321918253
TOPBP1	471.2705349108	615.282320529	327.2587492925	0.5318838822	-0.9108167756	0.0003374869	0.0033832534
TOPORS	509.9734384161	437.5777527447	582.3691240875	1.3308928995	0.4123944784	0.0947184191	0.2557484255
TOR1AIP1	1390.5254562056	1480.6056046715	1300.4453077397	0.8783198602	-0.1871816691	0.352669623	0.5871965696
TOR1AIP2	768.9374350364	865.1500209558	672.724849117	0.777581729	-0.3629337749	0.0977193474	0.2610768947
TOR1A	1168.8808567623	951.4795660373	1386.2821474872	1.4569752173	0.5429763378	0.0088609713	0.0457407497
TOR1B	797.5726570928	773.7461880931	821.3991260924	1.0615872992	0.0862230156	0.7056619982	0.8570965496
TOR2A	339.3613691797	364.1993492498	314.5233891095	0.863602282	-0.2115610393	0.5039792346	0.7211379052
TOR3A	1076.0342018242	1339.533950732	812.5344529165	0.606579962	-0.7212302547	0.0006149054	0.0055392966
TOX2	168.3149153039	213.2768325334	123.3529980744	0.5783703584	-0.7899344791	0.0499268527	0.1652962878
TOX3	232.0243585072	240.9173661931	223.1313508213	0.9261737929	-0.1106451599	0.7679484861	0.8961635404
TOX4	1344.720768	1386.648959538	1302.792576462	0.9395258746	-0.0899952008	0.6458054966	0.8206246463
TOX	88.8345692148	129.5456077274	48.1235307023	0.3714794469	-1.428645703	0.0841702063	0.2366393607
TP53AIP1	0.4651555134	0.7723333373	0.1579776895	0.2045459932	-2.2895028182	0.1731003044	0.3834618204
TP53BP1	299.1795866651	369.556699861	228.8024734693	0.6191268446	-0.6916930808	0.0248769062	0.0996310835
TP53BP2	1327.651577737	1494.0918890671	1161.2112664069	0.7772020415	-0.3636384043	0.0630664013	0.1951853724
TP53I11	729.3354377133	941.0527297658	517.6181456608	0.5500415963	-0.8623873699	0.001688745	0.0123518178
TP53I13	652.4665822413	711.9292555657	593.003908917	0.832953421	-0.263692273	0.2716097843	0.5034079887
TP53I3	569.3214134005	893.0221574315	245.6206693696	0.275044317	-1.8622640007	2.28552274287444e-09	9.33881951139075e-08
TP53INP1	4345.0605592706	4116.6285637612	4573.4925547799	1.1109801343	0.1518330198	0.4711748352	0.693654166
TP53INP2	2325.5067667133	2262.8573667587	2388.156166668	1.0553719389	0.0777515296	0.7572812762	0.8906378284
TP53RK	335.7963372203	364.6649664287	306.927708012	0.8416703996	-0.2486727143	0.4046089384	0.6343262035
TP53TG1	698.0861740285	625.8187644885	770.3535835685	1.2309531565	0.2997758616	0.1738776395	0.3843485645
TP53TG3B	1.4369106928	2.8136329867	0.0601883989	0.0213917022	-5.5468049051	0.0016814341	0.0123122932
TP53TG5	0.0799272912	0.0375442384	0.122310344	3.2577660157	1.7038829881	0.5591414282	0.7618738332
TP53	803.1760909155	795.4767807528	810.8754010782	1.0193577244	0.0276604271	0.9228808585	0.985716344
TP63	16.2976589272	24.7169138926	7.8784039618	0.3187454549	-1.6495233248	0.0563549476	0.1806193323
TP73	27.6485723449	51.8735308892	3.4236138006	0.0659992436	-3.9214067	2.47487106973603e-06	4.90115571356313e-05
TPBG	53.5604781722	50.6916217694	56.4293345749	1.1131885824	0.1546980166	0.8312104684	0.9359816483
TPCN1	1172.2926516402	1440.7630797066	903.8222235737	0.6273218937	-0.6727221809	0.0011239403	0.0090310466
TPCN2	513.5902259006	469.7546928315	557.4257589697	1.1866315919	0.2468720976	0.3058880037	0.5406557674
TPD52L1	867.8167939241	605.852461548	1129.7811263002	1.8647792953	0.8990048914	4.32039649434812e-05	0.0005943
TPD52L2	1537.9939227039	1871.5733665189	1204.4144788888	0.643530465	-0.635919647	0.001598757	0.0118684265
TPD52L3	0.0090824609	0.0181649217	0	0	-Inf	1	1
TPD52	1439.1366075774	1589.8048705405	1288.4683446143	0.8104569111	-0.3031926097	0.1193671451	0.299818813
TPH1	1.809127449	3.4616630908	0.1565918071	0.0452360045	-4.4663846825	0.2009025302	0.4210752638
TPH2	0.1567549257	0.0189600754	0.294549776	15.5352639644	3.9574748498	0.1078485992	0.2797390746
TPI1P2	18.4703589518	21.265864776	15.6748531276	0.7370898523	-0.4400875982	0.5935510272	0.7841675508
TPI1P3	0.3199688501	0.4985318686	0.1414058315	0.2836445179	-1.8178441141	0.3021469474	0.5371254775
TPI1	9457.3269617128	9868.830732299	9045.8231911265	0.9166053646	-0.1256273656	0.5587352994	0.76144
TPK1	99.5820827897	75.7271161265	123.437049453	1.630024432	0.7048935888	0.1490982636	0.3472505014
TPM1	2930.027743496	3513.2262141868	2346.8292728052	0.6679983382	-0.5820835812	0.0043389398	0.0262778566
TPM2	883.0178261737	1429.4083421426	336.6273102047	0.2355011513	-2.0861939823	0.0801572616	0.2290477785
TPM3	5270.2904180638	6222.298484957	4318.2823511706	0.6940011575	-0.5269900258	0.0069872841	0.0382071478
TPM4	2986.5055988882	3418.3268224205	2554.6843753558	0.7473493636	-0.4201452771	0.0270690527	0.1064514543
TPMT	2333.3703354131	1782.7346015854	2884.0060692408	1.6177428018	0.6939822579	0.0004158189	0.0040368822
TPO	0.3250805878	0.1858117654	0.4643494103	2.4990312614	1.3213689488	0.4424294719	0.6683545754
TPP1	6819.3331307744	7520.4339725947	6118.2322889541	0.8135477701	-0.2977010339	0.1414225093	0.3354238501
TPP2	969.7904014897	872.4451920149	1067.1356109645	1.2231548993	0.2906071171	0.1913661677	0.408912173
TPPP2	45.7733100741	19.3192384956	72.2273816526	3.7386246704	1.9025076428	0.0048528241	0.028646141
TPPP3	242.530428894	293.5166266504	191.5442311377	0.6525839211	-0.6157646533	0.347163784	0.5823043361
TPPP	269.4952568589	259.9223092802	279.0682044376	1.0736600687	0.1025372942	0.7472825086	0.8843263978
TPRA1	1042.6049134648	1125.4288378295	959.7809891	0.8528135737	-0.2296976942	0.2982623708	0.5328118056
TPRG1L	2819.6683914229	2228.5201218162	3410.8166610296	1.5305298919	0.6140312215	0.0014564337	0.0110403947
TPRG1	66.7940092783	52.5698427108	81.0181758457	1.5411530959	0.6240101842	0.2592299776	0.4889245503
TPRKB	269.5910854024	313.9021983744	225.2799724304	0.717675676	-0.4785960702	0.142774178	0.3376786274
TPRN	688.6829692294	754.1527733698	623.2131650889	0.8263752214	-0.2751310987	0.223016711	0.4482087433
TPRX1	0.0597817267	0.0202738339	0.0992896196	4.8974269167	2.2920239636	0.4546016006	0.6785914297
TPRXL	5.7682917075	10.9856466842	0.5509367308	0.0501505962	-4.3175893379	0.0242927707	0.0979480761
TPR	1920.6999741602	2348.5447546581	1492.8551936623	0.6356511583	-0.6536928549	0.0009388066	0.0078298512
TPSAB1	136.1796237275	175.5938007881	96.7654466668	0.551075529	-0.8596780303	0.4032928788	0.6333395342
TPSB2	194.8222327223	254.9533541745	134.6911112701	0.528297075	-0.9205786727	0.3593752552	0.5931804963
TPSD1	3.3852057849	3.0099729014	3.7604386684	1.2493264197	0.3211504686	0.7841160799	0.9058015192
TPSG1	7.0651849743	12.2439323351	1.8864376134	0.1540712217	-2.6983306826	0.0097848845	0.0491558406
TPST1	718.6725828453	480.085955842	957.2592098486	1.9939329576	0.9956169026	2.44181251425932e-05	0.0003655089
TPST2	2237.2176870018	2031.563631222	2442.8717427815	1.202458887	0.2659875679	0.1756276547	0.3868364019
TPT1	75383.1756564766	53500.0638249152	97266.2874880381	1.8180592794	0.8623992407	0.0027855222	0.0184760256
TPTE2P1	9.4805242645	16.8670777297	2.0939707993	0.1241454408	-3.0098968152	0.0029760001	0.0195519574
TPTE2P3	0.9706000288	1.9208765684	0.0203234893	0.0105803203	-6.5624728915	0.0010896012	0.0088298732
TPTE2	0.0479165816	0.0753984133	0.02043475	0.2710236073	-1.8835095732	0.5997812713	0.7879044776
TPTE	8.8742773588	17.5639960155	0.184558702	0.0105077855	-6.5723975391	1.17077854141079e-07	3.29587773111108e-06
TPX2	449.3456088929	717.9009255945	180.7902921912	0.2518318138	-1.9894675455	1.36471729534763e-13	1.22938811982758e-11
TRA2A	752.9713522634	736.1973832883	769.7453212385	1.0455692165	0.0642885713	0.7689629181	0.8964831034
TRA2B	1836.060528236	1692.9248406822	1979.1962157898	1.1690986913	0.2253967224	0.2764676201	0.5087046234
TRABD	917.4956375661	982.1827817603	852.8084933719	0.8682788064	-0.2037697251	0.3678690539	0.6010027697
TRADD	460.4849591996	514.281163983	406.6887544161	0.7907906859	-0.3386322161	0.2082115957	0.4305618392
TRAF1	163.6052680068	175.7181806428	151.4923553709	0.8621325057	-0.2140184731	0.6163816631	0.7986709059
TRAF2	434.9429019947	559.7313047752	310.1544992142	0.5541131907	-0.851747384	0.0014239873	0.0108453741
TRAF3IP1	334.9001900293	344.5986707576	325.2017093009	0.9437114443	-0.0835822962	0.7743778939	0.9002343251
TRAF3IP2	333.3448262926	285.1494632081	381.5401893772	1.3380357974	0.4201167139	0.1617887146	0.366408305
TRAF3IP3	67.9830627022	58.7189827045	77.2471427	1.3155395264	0.3956545961	0.471703693	0.6941689177
TRAF3	155.0445585638	168.1754994977	141.9136176298	0.843842403	-0.2449545101	0.5378292543	0.7470306593
TRAF4	1494.0938082866	1344.4509981046	1643.7366184686	1.222608054	0.2899619761	0.1661798727	0.3732110128
TRAF5	96.7219352203	129.9901528651	63.4537175756	0.4881424952	-1.0346257439	0.0397565178	0.1396706398
TRAF6	140.5873555061	115.2806987091	165.894012303	1.4390441259	0.5251108306	0.2270455521	0.452225087
TRAF7	1947.6844111716	2291.6151200681	1603.7537022752	0.6998355388	-0.514912166	0.0097620109	0.0490896721
TRAFD1	533.0061897799	551.6526020383	514.3597775214	0.9323979904	-0.1009821999	0.6644343717	0.8326602984
TRAIP	40.8748647422	73.2874370736	8.4622924108	0.1154671626	-3.1144454695	1.85806678236991e-05	0.0002869416
TRAK1	732.0604732084	772.9580623309	691.1628840858	0.8941790218	-0.1613643954	0.4321723571	0.6595245174
TRAK2	884.2142591267	888.629477545	879.7990407083	0.9900628585	-0.0144079709	0.9321135033	0.9903066394
TRAM1L1	10.7177192734	18.4429870663	2.9924514806	0.1622541658	-2.623672576	0.0063906994	0.0354758001
TRAM1	6667.1817186154	7364.7708482978	5969.592588933	0.8105605336	-0.3030081629	0.1308777014	0.3193213554
TRAM2	1063.5038552769	731.5841717749	1395.423538779	1.907399849	0.9316073081	1.55769860496735e-05	0.0002446838
TRANK1	936.482802159	682.6455754496	1190.3200288685	1.7436867266	0.8021408666	0.0002205758	0.0023823418
TRAP1	4362.6423697931	4386.7979365045	4338.4868030817	0.9889871532	-0.0159763141	0.9806203939	1
TRAPPC10	812.228918635	780.0546655769	844.4031716931	1.0824923034	0.1143567673	0.6134486099	0.7971294762
TRAPPC1	1320.8157913392	1460.6045541361	1181.0270285422	0.8085878037	-0.3065236519	0.2169037855	0.440629865
TRAPPC2L	803.5509094593	881.4911471687	725.6106717499	0.8231627443	-0.2807504065	0.2345745561	0.4607281211
TRAPPC2P1	152.7639082039	174.1840666077	131.3437498	0.7540514604	-0.4072651111	0.3642921945	0.5977970563
TRAPPC2	255.4954872421	267.7732646626	243.2177098215	0.9082972123	-0.1387636426	0.6714008081	0.8362518039
TRAPPC3	1067.9745876386	1114.7947249268	1021.1544503503	0.9160022267	-0.1265769895	0.5849974908	0.7775357698
TRAPPC4	686.833699371	790.9232699944	582.7441287476	0.7367897125	-0.440675177	0.0598067539	0.1883627114
TRAPPC5	1057.3771813251	1128.864638395	985.8897242552	0.8733462726	-0.1953743142	0.4536203673	0.6776489992
TRAPPC6A	771.5486110188	791.5847819514	751.5124400861	0.9493770689	-0.0749468913	0.7687622934	0.8964831034
