geneSymbol	diseaseName
PDHA1	Stomach Neoplasms
PDHX	Pyruvate Dehydrogenase E3-Binding Protein Deficiency
PDIA3	Acute Coronary Syndrome
PDIA3	Prostatic Neoplasms
PDK2	Cardiomyopathies
PDK4	Diabetes Mellitus, Experimental
PDK4	Myocardial Ischemia
PDON2	Periodontitis, Aggressive, 2
PDLIM4	Polycystic Ovary Syndrome
PDLIM5	Myocardial Ischemia
PDP1	Pyruvate dehydrogenase phosphatase deficiency
PDPK1	Heart Failure
PDPK1	Lymphoma, Large B-Cell, Diffuse
PDR	Pigmentary Disorder, Reticulate, with Systemic Manifestations
PDRG1	Liver Neoplasms
PDX1	Pancreatic Agenesis, Congenital
PDXK	Status Epilepticus
PDYN	Amnesia
PDYN	Amphetamine-Related Disorders
PDYN	Anoxia
PDYN	Bradycardia
PDYN	Cholestasis
PDYN	Cocaine-Related Disorders
PDYN	Dyskinesia, Drug-Induced
PDYN	Hyperalgesia
PDYN	Hypercapnia
PDYN	Hypotension
PDYN	Movement Disorders
PDYN	Pain
PDYN	Respiration Disorders
PDYN	Respiratory Insufficiency
PDYN	Sensation Disorders
PDZK1	Carcinoma, Adenoid Cystic
PDZK1	Prostatic Neoplasms
PDZK1	Salivary Gland Neoplasms
PDZK1IP1	Prostatic Neoplasms
PEBP1	Mammary Neoplasms, Animal
PEBP1	Mammary Neoplasms, Experimental
PEBP1	Myocardial Ischemia
PEBP1	Precancerous Conditions
PECAM1	Thrombocytopenia
PEE2	Pre-Eclampsia
PEE3	Pre-Eclampsia
PEG3	Cholangiocarcinoma
PEG3	Liver Diseases, Parasitic
PELI1	Arsenic Poisoning
PELI1	Skin Diseases
PENK	Amyotrophic lateral sclerosis 1
PENK	Dyskinesia, Drug-Induced
PENK	Narcolepsy
PENK	Opioid-Related Disorders
PENK	Pain
PENK	Prostatic Neoplasms
PEPD	Hepatomegaly
PEPD	Infection
PEPD	Respiratory Tract Diseases
PEPD	Skin Ulcer
PEPD	Splenomegaly
PER1	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
PER1	Substance Withdrawal Syndrome
PER2	Alcoholic Intoxication
PER2	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
PER2	Substance Withdrawal Syndrome
PER3	Breast Neoplasms
PER3	Substance Withdrawal Syndrome
PEX1	Neonatal adrenoleukodystrophy
PEX13	Adrenoleukodystrophy
PEX14	Ovarian Cysts
PEX26	Adrenoleukodystrophy
PEX26	Neonatal adrenoleukodystrophy
PF4	Autoimmune Diseases
PF4	Hypersensitivity
PF4	Pneumonia
PFBI	PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL
PFKFB3	Arsenic Poisoning
PFKFB3	Myocardial Ischemia
PFKFB3	Skin Diseases
PFKM	Diabetes Mellitus, Experimental
PFKM	Myocardial Ischemia
PFM3	Parietal Foramina 3
PFN1	Esophageal Squamous Cell Carcinoma
PFN1	Keloid
PGA5	Esophagitis
PGAM1	Adenocarcinoma
PGAM1	Carcinoma
PGAM1	Carcinoma, Non-Small-Cell Lung
PGAM1	Carcinoma, Squamous Cell
PGAM1	Mammary Neoplasms, Animal
PGAM1	Mammary Neoplasms, Experimental
PGAM1	Mouth Neoplasms
PGAM1	Stomach Neoplasms
PGAM2	Prostatic Neoplasms
PGD	Carcinoma, Hepatocellular
PGK1	Carcinoma, Renal Cell
PGLS	Osteoporosis
PGLYRP1	Brain Injuries
PGM1	Myocardial Ischemia
PGR	Mammary Neoplasms, Animal
PGR	Mammary Neoplasms, Experimental
PGR	Mesothelioma
PGR	Recurrence
PGRMC1	Prostatic Neoplasms
PHA2A	Pseudohypoaldosteronism
PHACTR1	Migraine without Aura
PHB	Disease Progression
PHB	Esophageal Neoplasms
PHB	Mammary Neoplasms, Animal
PHB	Mammary Neoplasms, Experimental
PHB	Precancerous Conditions
PHB	Psychoses, Substance-Induced
PHC1	Neoplasms, Germ Cell and Embryonal
PHEX	Craniofacial Abnormalities
PHF11	Ige Responsiveness, Atopic
PHGDH	Breast Neoplasms
PHGDH	Cell Transformation, Neoplastic
PHGDH	Prostatic Neoplasms
PHLDA1	Dermatitis, Allergic Contact
PHLDA2	Carcinoma, Non-Small-Cell Lung
PHLPP1	Cell Transformation, Neoplastic
PHOBS	Phobia, Specific
PIAS1	Arsenic Poisoning
PIAS1	Skin Diseases
PIBF1	Abortion, Threatened
PICK1	Amphetamine-Related Disorders
PICK1	Psychoses, Substance-Induced
PIDD	Carcinoma, Renal Cell
PIGM	Seizures
PIGM	Venous Thrombosis
PIK3CA	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
PIK3CA	Carcinoma, Adenoid Cystic
PIK3CA	Growth Disorders
PIK3CA	Hyperplasia
PIK3CA	Malformations of Cortical Development
PIK3CA	Penile Neoplasms
PIK3CA	Weight Gain
PIK3CG	Cardiomegaly
PIK3CG	Peripheral Nervous System Diseases
PIK3R1	Burkitt Lymphoma
PIK3R1	Carcinoma
PIK3R1	Mammary Neoplasms, Animal
PIK3R1	Mammary Neoplasms, Experimental
PIM1	Dermatitis, Allergic Contact
PINK1	Parkinson disease, juvenile, autosomal recessive
PIP	Sinusitis
PIPOX	Peroxisomal Disorders
PITPNM1	Schizophrenia
PITX2	Craniofacial Abnormalities
PITX2	Heart Defects, Congenital
PITX2	Tooth Abnormalities
PITX3	Neurologic Manifestations
PIWIL1	Substance-Related Disorders
PKDTS	Polycystic kidneys, severe infantile with tuberous sclerosis
PKM	Mammary Neoplasms, Animal
PKM	Mammary Neoplasms, Experimental
PKM	Neoplasm Invasiveness
PKM	Osteoporosis
PKP1	Carcinoma, Hepatocellular
PKP3	Prostatic Neoplasms
PLA2G2A	Myocardial Ischemia
PLA2G2A	Reperfusion Injury
PLA2G4A	Autistic Disorder
PLA2G4A	Blood Platelet Disorders
PLA2G4A	Breast Neoplasms
PLA2G4A	Dermatitis
PLA2G4A	Duodenal Ulcer
PLA2G4A	Metabolism, Inborn Errors
PLA2G4A	Respiratory Distress Syndrome, Adult
PLA2G7	Hypersensitivity, Immediate
PLA2G7	Ige Responsiveness, Atopic
PLA2G7	Metabolism, Inborn Errors
PLA2R1	Substance-Related Disorders
PLAA	Inflammation
PLAGL1	Stomach Neoplasms
PLAT	Amphetamine-Related Disorders
PLAT	Angioedema
PLAT	Aphasia
PLAT	Arterial Occlusive Diseases
PLAT	Back Pain
PLAT	Bacteremia
PLAT	Brain Infarction
PLAT	Cardiac Tamponade
PLAT	Cerebral Hemorrhage
PLAT	Dermatitis, Allergic Contact
PLAT	Embolism
PLAT	Embolism and Thrombosis
PLAT	Embolism, Cholesterol
PLAT	Hematoma, Epidural, Spinal
PLAT	Hematoma, Subdural
PLAT	Hemorrhage
PLAT	Hypotension
PLAT	Infarction, Middle Cerebral Artery
PLAT	Intracranial Embolism and Thrombosis
PLAT	Intracranial Hemorrhages
PLAT	Intracranial Thrombosis
PLAT	Low Back Pain
PLAT	Meningoencephalitis
PLAT	Nerve Degeneration
PLAT	Neurotoxicity Syndromes
PLAT	Paresis
PLAT	Pericardial Effusion
PLAT	Shock, Cardiogenic
PLAT	Spinal Cord Compression
PLAT	Thrombophilia, Familial, Due To Decreased Release Of Tissue Plasminogen Activator
PLAT	Vasospasm, Intracranial
PLAT	Venous Thrombosis
PLAU	Angina Pectoris
PLAU	Angina, Unstable
PLAU	Anuria
PLAU	Arterial Occlusive Diseases
PLAU	Brain Ischemia
PLAU	Carotid Artery Diseases
PLAU	Cerebral Hemorrhage
PLAU	Cerebral Infarction
PLAU	Cerebrovascular Disorders
PLAU	Coronary Disease
PLAU	Embolism, Cholesterol
PLAU	Glomerulonephritis, IGA
PLAU	Graft Occlusion, Vascular
PLAU	Heart Rupture, Post-Infarction
PLAU	Hematuria
PLAU	Hemorrhage
PLAU	Hypotension
PLAU	Infarction, Middle Cerebral Artery
PLAU	Intracranial Embolism and Thrombosis
PLAU	Ischemia
PLAU	Neoplasm Invasiveness
PLAU	Neoplasm Recurrence, Local
PLAU	Nephritis
PLAU	Pulmonary Embolism
PLAU	Pulmonary Embolism
PLAU	Purpura, Schoenlein-Henoch
PLAU	Sagittal Sinus Thrombosis
PLAU	Stroke
PLAU	Thromboembolism
PLAU	Venous Thrombosis
PLAU	Ventricular Fibrillation
PLAUR	Peripheral Nervous System Diseases
PLBD1	Carcinoma, Non-Small-Cell Lung
PLCB1	Colonic Neoplasms
PLCB1	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12
PLCB1	Pain
PLCB4	Melanoma
PLCD1	Osteoarthritis
PLCL2	Schizophrenia
PLD1	Cardiomegaly
PLD1	Infarction, Middle Cerebral Artery
PLD2	Cardiomegaly
PLEC	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q
PLEK	Arthritis, Rheumatoid
PLEK	Osteoporosis
PLEK2	Prostatic Neoplasms
PLEKHA1	Macular Degeneration, Age-Related, 1
PLEKHA7	Glaucoma, Angle-Closure
PLEKHF1	Ovarian Neoplasms
PLEKHG4	Peripheral Nervous System Diseases
PLEKHG4	Spinocerebellar Ataxia 31
PLEKHG5	Polycystic Ovary Syndrome
PLEKHM1	Osteopetrosis, Autosomal Recessive 6
PLF	PULMONARY FUNCTION
PLG	Liver Cirrhosis, Experimental
PLG	Venous Thrombosis
PLIN2	Fatty Liver
PLIN2	Stomach Neoplasms
PLK2	Drug Toxicity
PLK2	Mammary Neoplasms, Animal
PLK2	Mammary Neoplasms, Experimental
PLN	Myocardial Infarction
PLN	Myocardial Reperfusion Injury
PLN	Myocardial Stunning
PLN	Ventricular Dysfunction, Left
PLOD1	Kyphosis
PLOD2	Bone Neoplasms
PLOD2	Osteoarthritis
PLS1	Liver Neoplasms
PLS3	Osteoarthritis
PLSA1	Primary Lateral Sclerosis, Adult, 1
PLSCR1	Influenza, Human
PLSCR4	Small Cell Lung Carcinoma
PLTP	Dyslipidemias
PLTP	Insulin Resistance
PLXDC2	Peripheral Nervous System Diseases
PLXNC1	Endometriosis
PMAIP1	Substance-Related Disorders
PML	Liver Neoplasms, Experimental
PML	Neoplasms, Second Primary
PML	Schizophrenia
PMP22	Demyelinating Diseases
PMP22	Developmental Disabilities
PMP22	Epilepsies, Myoclonic
PMP22	Quadriplegia
PMP22	Reflex, Abnormal
PMP22	Hereditary areflexic dystasia
PMS2	Cafe-au-Lait Spots
PMS2	Neoplasm Metastasis
PMS2	Supratentorial Neoplasms
PNKD2	Paroxysmal Nonkinesigenic Dyskinesia 2
PNKP	Developmental Disabilities
PNKP	DNA Repair-Deficiency Disorders
PNOC	Hypotension
PNOC	Learning Disorders
PNOC	Memory Disorders
PNOC	Neurogenic Inflammation
PNOC	Pain
PNOC	Substance Withdrawal Syndrome
PNP	Arsenic Poisoning
PNP	Drug-Induced Liver Injury
PNP	Osteoporosis
PNPLA6	Nervous System Diseases
PNPLA6	Peripheral Nervous System Diseases
PNPO	Status Epilepticus
PNPT1	Carcinoma, Hepatocellular
PODXL	Carotid Artery Diseases
PODXL	Hemorrhage
PODXL	Thrombosis
POLB	Leukemia, Lymphocytic, Chronic, B-Cell
POLB	Peripheral Nervous System Diseases
POLD1	Colorectal Neoplasms
POLD1	Endometrial Neoplasms
POLD3	Colorectal Neoplasms
POLE	Colorectal Neoplasms
POLG	Drug-Induced Liver Injury
POLG	Mitochondrial neurogastrointestinal encephalopathy syndrome
POLR1D	Substance-Related Disorders
POLR3K	Disease Progression
POLR3K	Stomach Neoplasms
POMC	Amnesia
POMC	Anoxia
POMC	Aortic Stenosis, Subvalvular
POMC	Arthritis, Gouty
POMC	Body Weight
POMC	Bradycardia
POMC	Burns
POMC	Calcinosis
POMC	Cardiomegaly
POMC	Cardiomyopathies
POMC	Cardiomyopathy, Hypertrophic
POMC	Catalepsy
POMC	Catalepsy
POMC	Cerebral Hemorrhage
POMC	Cerebral Palsy
POMC	Chondrocalcinosis
POMC	Cocaine-Related Disorders
POMC	Constipation
POMC	Cystitis
POMC	Diabetes Insipidus
POMC	Edema
POMC	Epilepsy, Tonic-Clonic
POMC	Eye Diseases
POMC	Eye Pain
POMC	Facial Paralysis
POMC	Fatty Liver
POMC	Femur Head Necrosis
POMC	Fever
POMC	Gastrointestinal Diseases
POMC	Glomerulonephritis
POMC	Hematuria
POMC	Hemorrhage
POMC	Heroin Dependence
POMC	Hirsutism
POMC	Hypercalciuria
POMC	Hypocalcemia
POMC	Hypokalemia
POMC	Hypotension
POMC	Immune System Diseases
POMC	Kidney Calculi
POMC	Kidney Diseases
POMC	Kidney Tubular Necrosis, Acute
POMC	Liver Cirrhosis, Experimental
POMC	Liver Failure, Acute
POMC	Long QT Syndrome
POMC	Mental Disorders
POMC	Myasthenia Gravis
POMC	Nausea
POMC	Necrosis
POMC	Nephrocalcinosis
POMC	Neurogenic Inflammation
POMC	Oliguria
POMC	Pancreatic Diseases
POMC	Penile Diseases
POMC	Pneumonia
POMC	Postoperative Complications
POMC	Proteinuria
POMC	Recurrence
POMC	Restless Legs Syndrome
POMC	Rhabdomyoma
POMC	Sacroiliitis
POMC	Sick Sinus Syndrome
POMC	Sleep Disorders
POMC	Substance Withdrawal Syndrome
POMC	Substance Withdrawal Syndrome
POMC	Synovitis
POMC	Urinary Tract Infections
POMC	Weight Gain
POMC	Weight Loss
PON1	Arteritis
PON1	Birth Weight
PON1	Constipation
PON1	Drug-Induced Liver Injury
PON1	Hyperthyroidism
PON1	Lung Neoplasms
PON1	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 5
PON1	Neurotoxicity Syndromes
PON1	Organophosphate Poisoning
PON2	Peripheral Nervous System Diseases
POP4	Ovarian Neoplasms
POR	Cell Transformation, Neoplastic
POR	Gliosarcoma
POR	Learning Disorders
POSTN	Asthma, Aspirin-Induced
POSTN	Bronchopulmonary Dysplasia
POSTN	Colorectal Neoplasms
POSTN	Drug Hypersensitivity
POSTN	Muscular Dystrophy, Duchenne
POT1	Chromosome Aberrations
POT1	Chromosome Disorders
POT1	Leukemia, Lymphoid
POU1F1	Dwarfism, Pituitary
POU1F1	Pituitary Hormone Deficiency, Combined, 2
POU2F2	Peripheral Nervous System Diseases
POU4F1	Cervical Intraepithelial Neoplasia
POU4F1	Uterine Cervical Neoplasms
POU5F1	Amphetamine-Related Disorders
POU5F1	Gestational Trophoblastic Disease
PPAP2A	Disease Progression
PPAP2A	Stomach Neoplasms
PPARA	Abdominal obesity metabolic syndrome
PPARA	Crohn Disease
PPARA	Diabetes Mellitus, Experimental
PPARA	Drug Toxicity
PPARA	Fatty Liver, Alcoholic
PPARA	Hyperlipoproteinemias
PPARA	Hypertriglyceridemia
PPARA	Mammary Neoplasms, Animal
PPARA	Mammary Neoplasms, Experimental
PPARA	Myocardial Reperfusion Injury
PPARA	Proteinuria
PPARD	Cardiomegaly
PPARD	Cardiomyopathies
PPARD	Non-alcoholic Fatty Liver Disease
PPARD	Skin Neoplasms
PPARD	Skin Neoplasms
PPARD	Weight Gain
PPARG	Acute Kidney Injury
PPARG	Acute Lung Injury
PPARG	Barrett Esophagus
PPARG	Carotid Intimal Medial Thickness 1
PPARG	Chronobiology Disorders
PPARG	Glomerulonephritis
PPARG	Lipidoses
PPARG	Lymphoma, T-Cell
PPARG	Nerve Degeneration
PPARG	Pituitary ACTH Hypersecretion
PPARG	Thyroid cancer, follicular
PPARGC1A	Bowen's Disease
PPARGC1A	Ceroid lipofuscinosis, neuronal 1, infantile
PPARGC1A	Peripheral Nervous System Diseases
PPARGC1B	Hyperlipidemias
PPAT	Liver Neoplasms, Experimental
PPAT	Myocardial Ischemia
PPBP	Hypertension
PPFIBP1	Plasma Cell Granuloma, Pulmonary
PPIA	Carcinoma, Squamous Cell
PPIA	Mouth Neoplasms
PPIA	Peripheral Nervous System Diseases
PPIA	Stomach Neoplasms
PPIB	HIV Infections
PPIC	Stomach Neoplasms
PPIF	Intestinal Diseases
PPIF	Ulcer
PPKB	Diffuse palmoplantar keratoderma, Bothnian type
PPM1B	Myocardial Ischemia
PPM1E	Colorectal Neoplasms
PPM1L	Obesity
PPOX	Porphyria, South African type
PPP1CC	Ovarian Neoplasms
PPP1R13L	Leukemia
PPP1R14A	Colorectal Neoplasms
PPP1R14A	Mesothelioma
PPP1R17	HYPERCHOLESTEROLEMIA, FAMILIAL
PPP1R1A	Arrhythmias, Cardiac
PPP1R1A	Carcinoma, Hepatocellular
PPP1R1A	Cardiomyopathies
PPP1R1B	Catalepsy
PPP1R3A	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3
PPP1R9B	Sinusitis
PPP2CA	Asthma
PPP2CA	Heart Diseases
PPP2CA	Myocardial Ischemia
PPP2R1A	Disease Progression
PPP2R1A	Osteoarthritis
PPP2R1A	Stomach Neoplasms
PPP2R2A	Emphysema
PPP2R2C	Emphysema
PPP2R4	Disease Progression
PPP2R4	Stomach Neoplasms
PPP2R5A	Emphysema
PPP3CA	Hypertrophy, Left Ventricular
PPP3CA	Pancreatitis
PPP3CA	Peripheral Nervous System Diseases
PPP3CA	Prostatic Neoplasms
PPP3CA	Testicular Diseases
PPP4R1	Peripheral Nervous System Diseases
POROK2	Porokeratosis punctata palmaris et plantaris
PPR2	PHOTOPAROXYSMAL RESPONSE 2
PPR3	Photoparoxysmal Response 3
PQBP1	Growth Disorders
PQBP1	Spastic Paraplegia, Hereditary
PRAME	Carcinoma, Non-Small-Cell Lung
PRAME	Carcinoma, Renal Cell
PRAME	Head and Neck Neoplasms
PRAME	Sarcoma
PRBNS	Pierre Robin Syndrome
PRD	RETINAL DYSPLASIA, PRIMARY
PRDM1	Colitis, Ulcerative
PRDM14	Precursor Cell Lymphoblastic Leukemia-Lymphoma
PRDM14	Testicular Germ Cell Tumor
PRDM2	Amphetamine-Related Disorders
PRDM2	Thyroid Neoplasms
PRDX1	Carcinoma, Non-Small-Cell Lung
PRDX1	Esophageal Squamous Cell Carcinoma
PRDX1	Keloid
PRDX1	Schistosomiasis
PRDX2	Esophageal Neoplasms
PRDX2	Keloid
PRDX2	Leukemia, Myeloid
PRDX2	Mammary Neoplasms, Animal
PRDX2	Mammary Neoplasms, Experimental
PRDX2	Prostatic Neoplasms
PRDX3	Disease Progression
PRDX3	Lymphoma, Large B-Cell, Diffuse
PRDX3	Motor Neuron Disease
PRDX3	Osteoporosis
PRDX4	Dermatitis, Allergic Contact
PRDX4	Disease Progression
PRDX4	Glucose Intolerance
PRDX4	Hyperglycemia
PRDX4	Lymphoma, Large B-Cell, Diffuse
PRDX5	Stomach Neoplasms
PRDX6	Carcinoma, Hepatocellular
PRDX6	Myocardial Ischemia
PREP	Amnesia
PREP	Amnesia, Retrograde
PREP	Disease Progression
PREP	Stomach Neoplasms
PRF1	Autistic Disorder
PRF1	Lymphoma, Non-Hodgkin
PRG4	Contracture
PRG4	Hyperplasia
PRICKLE2	Liver Neoplasms
PRICKLE2	Precancerous Conditions
PRKAA1	Glucose Intolerance
PRKAA2	Cardiomegaly
PRKAA2	Glucose Intolerance
PRKAA2	Insulin Resistance
PRKAA2	Stroke
PRKAB1	Disease Progression
PRKAB1	Stomach Neoplasms
PRKAG3	Carbohydrate Metabolism, Inborn Errors
PRKAG3	Lipid Metabolism, Inborn Errors
PRKAR1A	Atrial myxoma, familial
PRKAR1A	Thyroid cancer, papillary
PRKCA	Diabetes Mellitus, Experimental
PRKCA	Intestinal Neoplasms
PRKCB	Stomach Neoplasms
PRKCD	Intestinal Neoplasms
PRKCD	Parkinsonian Disorders
PRKCE	Cardiomyopathies
PRKCE	Coronary Stenosis
PRKCE	Diabetes Mellitus, Experimental
PRKCE	Diabetic Nephropathies
PRKCE	Liver Neoplasms
PRKCE	Myocardial Infarction
PRKCE	Myocardial Ischemia
PRKCE	Peripheral Nervous System Diseases
PRKCE	Substance-Related Disorders
PRKCG	Hyperalgesia
PRKCH	Obesity
PRKCH	Substance-Related Disorders
PRKCZ	Leukemia
PRKD1	Colorectal Neoplasms
PRKD2	Polycystic Ovary Syndrome
PRKD3	Peripheral Nervous System Diseases
PRKD3	Weight Gain
PRKDC	Carcinoma, Adenoid Cystic
PRKDC	Drug-Induced Liver Injury
PRKDC	Hepatic Encephalopathy
PRKDC	Lung Diseases
PRKDC	Massive Hepatic Necrosis
PRKDC	Poisoning
PRKDC	Prostatic Neoplasms
PRKG1	Amphetamine-Related Disorders
PRKG1	Precancerous Conditions
PRKRA	Craniofacial Abnormalities
PRL	Adenocarcinoma
PRL	Anemia
PRL	Basal Ganglia Diseases
PRL	Bradycardia
PRL	Catalepsy
PRL	Cocaine-Related Disorders
PRL	Fetal Resorption
PRL	Fever
PRL	Galactorrhea
PRL	Gynecomastia
PRL	Hypogonadism
PRL	Hypotension
PRL	Infarction
PRL	Infertility, Female
PRL	Leydig Cell Tumor
PRL	Mammary Neoplasms, Animal
PRL	Mammary Neoplasms, Experimental
PRL	Parkinsonian Disorders
PRL	Phobic Disorders
PRL	Pregnancy Complications, Cardiovascular
PRL	Puerperal Disorders
PRL	Sexual Dysfunction, Physiological
PRL	Sexual Dysfunctions, Psychological
PRL	Substance Withdrawal Syndrome
PRLR	Endometriosis
PRLR	Mammary Neoplasms, Animal
PRLR	Mammary Neoplasms, Experimental
PRNP	Necrosis
PRNP	Neoplasms, Experimental
PRNP	Scrapie
PRNP	Spongiform Encephalopathy with Neuropsychiatric Features
PROC	Arteritis
PROK2	Hyperalgesia
PROKR1	Hyperalgesia
PROKR1	Pain
PROM1	Mixed Tumor, Mullerian
PROM1	Uterine Neoplasms
PROS1	Sagittal Sinus Thrombosis
PRPF19	Disease Progression
PRPF19	Stomach Neoplasms
PRPF4	Substance-Related Disorders
PRPF8	HIV Infections
PRPH	Amyotrophic lateral sclerosis 1
PRPH2	Fundus Albipunctatus
PRPS1	Weight Gain
PRRX1	Atrial Fibrillation
PRRX1	Prostatic Neoplasms
PRS	Prieto X-linked mental retardation syndrome
PRSS12	Mental Retardation, Autosomal Recessive 1
PRSS56	Myopia
PRSS8	Prostatic Neoplasms
PRTFDC1	Carcinoma, Squamous Cell
PRTFDC1	Mouth Neoplasms
PRTFDC1	Ovarian Neoplasms
PRX	Hereditary Sensory and Motor Neuropathy
PSCA	Linitis Plastica
PSD2	Precancerous Conditions
PSD3	Amphetamine-Related Disorders
PSD3	Glioma
PSEN1	Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia
PSEN1	Asphyxia Neonatorum
PSEN1	Disease Models, Animal
PSEN1	Hidradenitis suppurativa, familial
PSEN1	Nerve Degeneration
PSEN2	Asphyxia Neonatorum
PSEN2	Cardiomyopathy, Dilated
PSENEN	Hidradenitis suppurativa, familial
PSHK2	Pseudohyperkalemia, Familial, 2, due to Red Cell Leak
PSMA2	Heart Diseases
PSMA2	Osteoporosis
PSMA4	Carcinoma
PSMA4	HIV Infections
PSMA4	Liver Neoplasms
PSMA4	Mammary Neoplasms, Animal
PSMA4	Mammary Neoplasms, Experimental
PSMA5	HIV Infections
PSMA5	Osteoporosis
PSMA6	HIV Infections
PSMB1	Acute Coronary Syndrome
PSMB1	Osteoarthritis
PSMB10	HIV Infections
PSMB4	HIV Infections
PSMB5	Myocardial Ischemia
PSMB7	Peripheral Nervous System Diseases
PSMC3	HIV Infections
PSMC3IP	Prostatic Neoplasms
PSMC5	HIV Infections
PSMD13	HIV Infections
PSMD3	HIV Infections
PSMD6	HIV Infections
PSMD8	HIV Infections
PSME1	Carcinoma
PSME1	Esophageal Squamous Cell Carcinoma
PSME1	HIV Infections
PSME1	Mammary Neoplasms, Animal
PSME1	Mammary Neoplasms, Experimental
PSME2	Esophageal Squamous Cell Carcinoma
PSME2	HIV Infections
PSME3	HIV Infections
PSME4	HIV Infections
PSNP2	Supranuclear Palsy, Progressive, 2
PSNP3	Supranuclear Palsy, Progressive, 3
PSORS10	Psoriasis
PSORS11	Psoriasis
PSPH	Amino Acid Metabolism, Inborn Errors
PSS	Potocki-Shaffer syndrome
PTAFR	Polycystic Ovary Syndrome
PTBP1	Mammary Neoplasms, Animal
PTBP1	Mammary Neoplasms, Experimental
PTCH1	Cleft Palate
PTCH1	Craniofacial Abnormalities
PTCH1	HIV Infections
PTCH2	Carcinoma, Basal Cell
PTCH2	Macrostomia
PTCHD1	Child Development Disorders, Pervasive
PTCHD1	Mental Retardation, X-Linked
PTCPRN	Thyroid Carcinoma, Papillary, With Papillary Renal Neoplasia
PTCRA	Polycystic Ovary Syndrome
PTEN	Abnormalities, Multiple
PTEN	Anisometropia
PTEN	Child Development Disorders, Pervasive
PTEN	Craniofacial Abnormalities
PTEN	Hypertension
PTEN	Hypertrophy
PTEN	Language Development Disorders
PTEN	LEOPARD Syndrome
PTEN	Long QT Syndrome
PTEN	Meningioma, familial
PTEN	Motor Skills Disorders
PTEN	Myocardial Reperfusion Injury
PTEN	Neoplasm Invasiveness
PTEN	Skin Diseases
PTEN	Thyroid cancer, follicular
PTEN	VACTERL hydrocephaly
PTGDR	ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1
PTGDR2	Asthma, Aspirin-Induced
PTGER1	Carcinoma, Ductal, Breast
PTGER1	Carcinoma, Squamous Cell
PTGER1	Hyperalgesia
PTGER1	Mammary Neoplasms, Animal
PTGER1	Mammary Neoplasms, Experimental
PTGER2	Asthma, Aspirin-Induced
PTGER2	Asthma, Nasal Polyps, And Aspirin Intolerance
PTGER2	Infertility
PTGER3	Drug Hypersensitivity
PTGER3	Pemphigoid, Benign Mucous Membrane
PTGER3	Polycystic Ovary Syndrome
PTGER3	Stevens-Johnson Syndrome
PTGER3	Thrombosis
PTGER4	Arthritis, Experimental
PTGER4	Chloracne
PTGER4	Inflammation
PTGER4	Lymphoma
PTGER4	Ovarian Cysts
PTGES	Hydronephrosis
PTGES	Polyuria
PTGES2	Thyroid Neoplasms
PTGFR	Airway Obstruction
PTGIR	Asthma, Aspirin-Induced
PTGIR	Heart Diseases
PTGIS	Abortion, Spontaneous
PTGS1	Breast Neoplasms
PTGS1	Bronchial Hyperreactivity
PTGS1	Drug Hypersensitivity
PTGS1	Heart Failure
PTGS1	Intestinal Polyps
PTGS1	Kidney Failure, Chronic
PTGS1	Ovarian Cysts
PTGS1	Peripheral Nervous System Diseases
PTGS1	Reperfusion Injury
PTGS1	Sleep Deprivation
PTGS2	Albuminuria
PTGS2	Arrhythmias, Cardiac
PTGS2	Asphyxia Neonatorum
PTGS2	Asthma, Aspirin-Induced
PTGS2	Bone Neoplasms
PTGS2	Burns
PTGS2	Cachexia
PTGS2	Cardiomyopathies
PTGS2	Cognition Disorders
PTGS2	Drug-Induced Liver Injury
PTGS2	Drug Toxicity
PTGS2	Duodenal Ulcer
PTGS2	Edema
PTGS2	Glaucoma, Open-Angle
PTGS2	Hydronephrosis
PTGS2	Hyperemia
PTGS2	Liver Cirrhosis, Experimental
PTGS2	Mouth Diseases
PTGS2	Neoplasm Recurrence, Local
PTGS2	Nervous System Diseases
PTGS2	Neurogenic Inflammation
PTGS2	Pericardial Effusion
PTGS2	Proteinuria
PTGS2	Puberty, Precocious
PTGS2	Skin Diseases
PTGS2	Urinary Bladder Neck Obstruction
PTH	Anemia
PTH	Bone Diseases, Endocrine
PTH	Bone Resorption
PTH	Fractures, Bone
PTH	Heart Failure
PTH	Hypertension
PTH1R	Eiken Skeletal Dysplasia
PTH1R	Hyperparathyroidism
PTH1R	Lung Diseases
PTH1R	Rickets
PTHLH	Abortion, Spontaneous
PTHLH	Bone Resorption
PTHLH	Cachexia
PTHLH	Foot Deformities, Congenital
PTHLH	Growth Disorders
PTHLH	Hand Deformities, Congenital
PTHLH	Hyperalgesia
PTHLH	Lung Diseases
PTHLH	Osteolysis
PTHLH	Superior Vena Cava Syndrome
PTK2	Neoplasm Invasiveness
